time_s,context,true_x,true_y,true_yaw,true_v,speed_meas,yaw_rate_meas,gnss_available,gnss_x,gnss_y,numSV,hdop,cn0_mean,gnss_hAcc,lidar_available,lidar_x,lidar_y,lidar_yaw,lidar_score,lidar_feature_count
0.0,OpenSky,0.0,0.0,0.0,3.0,3.013507003622304,-0.0058546345172859,1,-0.0222222581781372,0.2500293853108994,16,0.7833811875976109,43.27344667350698,0.7140440410432214,1,-0.0276102581032866,-0.2821373900499919,0.0032759154979098,0.8973100152341889,337
0.1,OpenSky,0.3000386094827676,0.0,0.0,3.000386094827676,2.997794951252381,0.0004913896051655,0,,,17,0.969465533806242,44.60023439528128,0.8570191061377678,1,0.448914085487297,-0.511099392518869,0.022190796013866,1.0,387
0.2,OpenSky,0.6001509599742998,0.0,0.0,3.0011235049153218,3.0550734118601,-0.0060035128637487,1,-0.226922969370575,-0.0085095134577538,17,1.0194149686180731,39.94971013154807,0.8313883408370745,1,1.246529292335411,0.4225847831367368,-0.041530452512001,0.8991899771242395,447
0.3,OpenSky,0.9003690149569739,0.0,0.0,3.00218054982674,3.0367792230275583,0.006165593507489,0,,,17,0.9879249327366664,42.72650948114803,0.7466511611484741,1,0.75485929705362,-0.1441881254412825,0.0299350766350476,0.8410918015374995,472
0.4,OpenSky,1.2007218518912408,0.0,0.0,3.0035283693426704,2.822838407245744,0.0142231013086641,1,0.5169889446709014,1.3345805614612232,16,0.7255269665744234,42.12727732708129,0.8565770559313945,1,1.371867818783564,-0.1138688843342567,-0.0176970695239306,0.8878861869804261,407
0.5,OpenSky,1.501235918856457,0.0,0.0,3.0051406696521608,3.0362886926027803,0.0024444652663857,0,,,15,0.9190603028259244,43.10893878020384,0.7361727611341289,1,1.4820212100501693,-0.3316814212362751,0.0023526870034418,0.9934327752213608,403
0.6000000000000001,OpenSky,1.8019352680954912,0.0,0.0,3.0069934923903423,2.9469848470013105,-0.0033866867165378,1,2.15379913621478,-0.1790586738561931,17,0.951370130586337,41.219670288008935,0.801197341354768,1,1.872120955498617,0.0461549595342248,0.0056482690806691,0.9270340355877952,403
0.7000000000000001,OpenSky,2.1028417685421346,0.0,0.0,3.009065004466433,2.9240924599599403,-0.0132888468413853,0,,,18,0.8756151084158373,43.12433584212943,1.0390898699048143,1,1.871052941443118,0.0221547687501648,0.0081569001995007,0.916173070433584,422
0.8,OpenSky,2.4039752992232195,0.0,0.0,3.0113353068108477,3.001291444953465,-0.008872426003947,1,2.348058606043642,-1.5047439484620988,17,0.7362405647734381,43.88555731608321,0.8145528432485221,1,1.900731580838936,0.3042381082106888,-0.0034118765191912,0.9206997752357944,416
0.9,OpenSky,2.7053539252570884,0.0,0.0,3.013786260338687,3.040440248499859,0.0080552788526932,0,,,16,0.8039623140994657,44.15609810117938,0.6584225722750032,1,2.4644749238978667,-0.0355755773666133,0.0124051640594933,0.8784748203662601,391
1.0,OpenSky,3.0069940580151027,0.0,0.0,3.016401327580141,2.92169989457682,-0.0054763653724789,1,3.696660742344867,-1.297303416325016,15,0.8994359691899173,41.57382408189674,0.6831463431528917,1,2.706155433969607,0.1295457986187305,-0.0178130251909278,0.821534312319876,451
1.1,OpenSky,3.3089106008718785,0.0,0.0,3.01916542856776,3.0647942192599418,-0.0020528102486387,0,,,19,0.9388057813822128,41.76275413486361,0.902630557584326,1,3.7170763737795065,-0.4613066287677746,-0.0039218729406571,0.9430247913814775,415
1.2000000000000002,OpenSky,3.611117081841628,0.0,0.0,3.022064809697493,3.0736476578671224,0.0033149835806276,1,3.736519635210179,-0.5089122010636992,19,0.8785014988253119,42.742987700522505,0.7060053913488908,1,3.891099273917698,2.8621079256801614,-0.13668449941051,0.3084285893139813,186
1.3,OpenSky,3.913625774281212,0.0,0.0,3.02508692439584,3.032802445260628,0.0076328968525016,0,,,16,0.8347939501328815,42.38464824769053,0.9284165207173358,1,3.737332468267119,0.3254859894006169,-2.436001304140234e-05,0.8789153576053964,413
1.4,OpenSky,4.2164478067342674,0.0,0.0,3.0282203245305555,2.982099989429424,-0.0011603759501577,1,3.655928286873122,0.648138640401326,16,0.8795678778266948,44.84789248631181,0.7505756213353272,1,4.097320065035804,0.112027874896009,0.0003412557347184,0.931097559941401,399
1.5,OpenSky,4.519593262894068,0.0,0.0,3.0314545615979998,2.9794247438687624,-0.002218902876985,0,,,17,0.8852536828770692,41.71387383047267,0.8412448171599829,1,4.271830543125212,0.0495026205837079,-0.008210918976836,0.970850395734898,433
1.6,OpenSky,4.823071272574788,0.0,0.0,3.0347800968072054,3.10731851811327,0.0002609483100645,1,5.19692348016696,-0.540577124774119,16,1.0263698269723944,45.784324851092926,0.7738885570396614,1,4.816944893270576,0.0187356063088563,-0.0239640395313824,0.7686421587117294,417
1.7000000000000002,OpenSky,5.126890094500786,0.0,0.0,3.038188219259979,2.957417953556276,-0.0034285403513083,0,,,16,0.9854471777923196,43.0910186455556,0.8453180473050488,1,5.0273621408671305,0.0453499707484411,0.0170675923853975,0.884168810128684,486
1.8,OpenSky,5.431057191650623,0.0,0.0,3.0416709714983616,3.116624738001285,-0.0031070537105833,1,6.420034879507544,-0.2050143060142704,17,1.016817603453329,41.99466836008908,0.7071102250433986,1,5.9202059072089535,0.0797274073909106,0.0125841972615647,0.9955646873327608,430
1.9,OpenSky,5.735579299826262,0.0,0.0,3.045221081756396,3.0461113484527638,0.0020249339576127,0,,,18,0.9280631027809928,43.27971807658712,0.8684491732673453,1,5.936255821302141,-0.3230840259317429,-0.0269191636011285,0.9248381733457872,424
2.0,OpenSky,6.040462490057542,0.0,0.0,3.0488319023128,3.052181075065819,0.0008614921270054,1,6.336102154331798,-0.3586178629663211,18,0.9143989721235,43.70907944105316,0.7486320377566574,1,6.105942133814542,-0.5708854737679032,0.0090272023713282,0.9211021628419184,435
2.1,OpenSky,6.345712225397088,0.0,0.0,3.0524973533954527,2.9605523459309926,0.0110715443387053,0,,,17,0.9522233797376524,41.06973460682911,0.7629906305007803,1,6.595408046101294,0.2068074937768958,0.0118502225630283,0.8256930074758904,397
2.2,OpenSky,6.6513334126108905,0.0,0.0,3.056211872138032,3.056565408501777,0.0022165750724676,1,6.9639159462438345,1.3433342709593383,17,0.8817737165233993,42.0278780821996,0.8203828346444507,1,6.447465508057168,-0.3604924596497457,-0.0060640175190722,0.8676690656780351,366
2.3000000000000003,OpenSky,6.957330449224299,0.0,0.0,3.059970366134088,3.1061296202136544,0.0059539481730257,0,,,17,0.9081329644315566,44.85958444653277,0.8854957586242925,1,7.2727100639188125,-0.1592590099299457,-0.0143799488887652,0.9167052818464876,427
2.4000000000000004,OpenSky,7.263707266341778,0.0,0.0,3.063768171174786,2.994623825962853,-0.005674720061954,1,7.601621506758869,0.0842988896229636,17,0.803790061583709,40.415825317818495,0.759713699487861,1,7.227079561386135,-0.2144277597078997,-0.0024794855231693,0.8701051103176388,436
2.5,OpenSky,7.570467367621156,0.0,0.0,3.067601012793776,3.1098620507139203,0.0026867230696209,0,,,18,0.7961303107311818,43.86783738817627,0.722638833694861,1,7.239215734557664,-0.3120055065622374,-0.0104946700512176,0.8759789826951063,483
2.6,OpenSky,7.877613864748808,0.0,0.0,3.071464971276526,3.0896651167502567,-0.0038263534452681,1,7.136364352885892,-0.8582687946386968,17,0.9205663078994254,41.09245516855046,0.7018348422534683,1,8.538936448990293,0.141067400052447,-0.0012983646041311,0.948132674274534,429
2.7,OpenSky,8.18514950973104,0.0,0.0,3.0753564498223303,3.0466119145544046,0.0020186795114581,0,,,16,0.7868634726310316,44.10053459710456,0.8858209608747369,1,8.390179366070022,-0.1260977557617026,0.0061399481684722,0.9112664163331052,457
2.8000000000000003,OpenSky,8.493076724288562,0.0,0.0,3.079272145575214,3.1394431830103096,0.0035309478462453,1,8.41264308667562,1.6553329629074096,16,0.9730160689857428,43.46941200473494,0.6680046361403669,1,8.401723377122805,-0.4218071135662377,-0.0003411942041662,0.8696453149576302,447
2.9000000000000004,OpenSky,8.801397626615117,0.0,0.0,3.0832090232655456,2.959369531608768,0.000239338005626,0,,,18,0.905183187915356,44.63576164123364,0.872760209990646,1,8.58005762479596,-0.3641168739982267,-0.0028840111988688,0.8808241770783158,379
3.0,OpenSky,9.110114055737853,0.0,0.0,3.0871642912273654,3.114487908830127,0.012616796191363,1,9.698552918001388,-0.2182637486735417,18,0.8803619499365263,43.81297626250839,0.7785575480731288,1,9.19144558336759,0.4301192997716735,0.001298141588963,0.903050325977986,422
3.1,OpenSky,9.419227593695616,0.0,0.0,3.091135379577614,3.191425908333529,0.0074772389467454,0,,,18,0.9394238206885052,42.176193052861954,0.822046407951877,1,9.211588946692022,-0.3162274741909138,-0.0046976710004522,0.9347713910798534,460
3.2,OpenSky,9.728739585731882,0.0,0.0,3.0951199203626723,3.184950812014081,0.0061848588193255,1,9.876336878482125,0.3302510648004258,16,0.8360545121967363,41.97681059523314,0.8661630335351833,1,9.663814013118843,-0.3797920304487633,0.0010500237256403,0.8704265263814338,415
3.3000000000000003,OpenSky,10.038651158681397,0.0,0.0,3.099115729495138,3.1273437176758776,0.0040502612255504,0,,,17,0.8759628849151915,43.36256683357481,0.8516255317860459,1,10.017662209029472,0.2654111729808936,0.0167855132318277,0.8948041404692384,444
3.4000000000000004,OpenSky,10.348963237713368,0.0,0.0,3.103120790319717,3.089137880631055,0.0092651676729194,1,11.118530838883952,1.068090332167697,19,0.9422192342265358,46.540205874486304,0.7294707423773477,1,11.079586314956384,0.4068323964312002,-0.0200984791401181,0.8447584813765677,424
3.5,OpenSky,10.659676561579523,0.0,0.0,3.1071332386615818,3.074798384226032,-0.0074984638700963,0,,,18,0.9748541519162112,42.49315436994311,0.8216856230089692,1,10.573242706353584,0.1914193328510889,-0.0010679428271593,0.8481202387548311,436
3.6,OpenSky,10.970791696501902,0.0,0.0,3.111151349223769,3.096208661405276,0.0071606652391402,1,12.411233256817706,0.0028435250073258,19,0.8395052318142678,43.28966470218224,0.7585945259982048,1,10.76060325021212,0.4921704906300356,0.0053854226506229,0.9431454749048148,477
3.7,OpenSky,11.28230904882312,0.0,0.0,3.115173523212183,3.14917974903202,-0.0051868810451372,0,,,16,0.8230902256507864,42.66506938838759,0.5966436165901684,1,11.3088161856879,-0.218381642767926,0.00175445347086,0.8455351810532549,456
3.8,OpenSky,11.59422887653089,0.0,0.0,3.119198277077711,3.072419402212326,-0.0029275147203164,1,11.032308477597963,-0.2638184754975433,17,0.8030751860509918,42.56724295973911,0.8726307226415888,1,12.157179837424716,-0.149068654391373,-0.0141263979699628,0.9998539681652282,436
3.9,OpenSky,11.906551299758378,0.0,0.0,3.1232242322748904,3.1694626307601097,0.0029722813239615,0,,,17,0.8778593061594673,41.78842003547607,1.181934567976246,1,11.861555245280949,0.2968408031741905,-0.0052292434263359,0.8822872439717847,410
4.0,OpenSky,12.21927631035294,0.0,0.0,3.127250105945624,3.2572799223689435,0.006479099141582,1,12.40988813134597,-0.1402597958563182,17,0.9024990443036218,44.94438761940521,0.6307460183494662,1,11.75639303731775,-0.1295041028488192,0.0142919657304432,0.8498538717207753,385
4.1000000000000005,OpenSky,12.532403780597408,0.0,0.0,3.131274702444673,3.1305052432285483,-0.0060412891855992,0,,,18,0.8922109267755645,43.36547908752125,0.7065349487376662,1,13.109970240404516,-0.1205593977165652,-0.0120030594938707,0.9198894178423584,521
4.2,OpenSky,12.845933471160524,0.0,0.0,3.1352969056311517,3.056835926958084,-0.0026981775845635,1,13.048160227827598,1.368304943763668,16,1.008679142788958,44.49595262246356,0.7438132533130237,1,12.472694062793847,-0.4851937396660472,0.015140200777572,1.0,429
4.3,OpenSky,13.15986503834623,0.0,0.0,3.139315671857064,3.0584310037632125,0.0005132054008552,0,,,15,1.0937757641568358,41.90443316320089,1.03816936347338,1,13.174892442241685,-0.1432486992045228,-0.0253965148686114,0.9870267338839284,479
4.4,OpenSky,13.474198040705245,0.0,0.0,3.143330023590135,3.188786168614132,-0.0009728503856044,1,14.120349684641802,-0.0599368883082086,16,0.9655970741363902,42.68665068610613,0.7616564747768205,1,13.57294648767354,0.491026395292705,0.0038842655668744,0.924688639787284,404
4.5,OpenSky,13.788931945066626,0.0,0.0,3.147339043613831,3.143583667055712,0.0044902421079609,0,,,15,1.0110014683650386,42.694194037545714,1.081820481557512,1,13.793038359736292,0.5802845402241898,-0.0050966463446928,0.9533141670322706,409
4.6000000000000005,OpenSky,14.104066132041886,0.0,0.0,3.1513418697525983,3.2051127409429974,0.0180055407465309,1,14.60430211157554,-0.1936142466368502,15,0.7812731509311105,45.21101159518352,0.7908543285564479,1,14.454523475267276,0.2786743601981713,-0.0094192879506298,0.936100322668204,442
4.7,OpenSky,14.419599901049391,0.0,0.0,3.155337690075044,3.123628250840817,0.0022078110923179,0,,,17,0.8295293436298371,41.03187685725116,0.7323772130550241,1,14.50875572185202,0.0034102098495754,-0.009127334394789,0.8517971199026787,419
4.800000000000001,OpenSky,14.735532474902593,0.0,0.0,3.15932573853201,3.206095555153242,-0.003887764812388,1,13.559254602106504,-0.3333316781019139,16,0.8035422595824954,40.657995109746594,0.7863479794587027,1,14.53156911076022,-0.0615474460714623,-0.0075055129453676,1.0,449
4.9,OpenSky,15.051863004001632,0.0,0.0,3.163305290990399,3.148109683108705,-0.0068615209193491,0,,,17,0.8503659157202851,42.66469263766828,0.6706658175158872,1,15.311403846978529,-0.1166938254687667,0.0144433589352366,0.8130080695537509,465
5.0,OpenSky,15.368590570164342,0.0,0.0,3.1672756616270927,3.118455797573765,-0.0018075058270117,1,15.023812306587397,-0.920021173919982,17,0.9468664943332202,43.60544375919686,0.9636433684912072,1,15.35111429442918,-0.4241252805480497,6.519008018690542e-05,0.7823168518421175,376
5.1000000000000005,OpenSky,15.685714190129396,0.0,0.0,3.171236199650555,3.141574693184112,-0.0049820566250044,0,,,19,1.0516950109573755,43.41135797904637,0.673381122206183,1,15.696384118360015,0.0659174331803163,-0.0120469691067475,0.986689295641762,487
5.2,OpenSky,16.003232818761457,0.0,0.0,3.1751862863205957,3.09707690730347,0.0024150272412797,1,8.858347725772793,-2.099798289681272,14,1.508404381792923,37.12509028398213,2.1322094035985604,1,16.390684491128393,-0.0184703553657966,0.0085174521567994,0.8986247162431542,424
5.300000000000001,OpenSky,16.3211453519854,0.0,0.0,3.1791253322394395,3.2903649832910435,0.0023266169974951,0,,,18,0.8384784223672647,41.628462165731136,0.6852415028066967,1,16.078509232867717,-0.218241953455643,-0.0422791708401741,0.8749742784867506,451
5.4,OpenSky,16.639450629474368,0.0,0.0,3.1830527748896724,3.167288509115366,-0.0024770599621531,1,15.765714728056958,-0.6482871910600536,16,1.0003636877117774,42.126095849655655,0.7461525525762536,1,16.79997897984441,-0.441168724333918,0.0008084631757383,0.9082496594200732,388
5.5,OpenSky,16.95814743711405,0.0,0.0,3.186968076396809,3.2173880878166625,0.0102810922106343,0,,,17,0.892184272508779,42.6823275495488,0.724545455698141,1,17.04351006468496,-0.2551598473221925,-0.0153147012978873,0.9297994099285054,378
5.6000000000000005,OpenSky,17.277234509263675,0.0,0.0,3.190870721496257,3.1513178410795275,-0.0039543783425299,1,17.428685669964157,-0.7120132107117977,18,0.8840438118692782,42.778770415011685,0.8875646339728077,1,16.942161932465666,-0.0811946760277427,-0.0323274027729891,0.9613283555473088,449
5.7,OpenSky,17.5967105308323,0.0,0.0,3.19476021568625,3.123152217673808,-0.0007791945641173,0,,,15,1.0136349649391971,43.55357976400984,0.7586490991603516,1,17.487558233836708,-0.0257216734996098,-0.0052050704520469,0.9220093453053116,418
5.800000000000001,OpenSky,17.9165741391873,0.0,0.0,3.19863608355,3.1762976448601674,0.0031746178653949,1,17.755736003037946,-0.3016304417506385,16,0.9299080645013024,45.27223492234148,0.8175868479997705,1,18.15425086086344,0.1145615654177541,0.0018733635827481,0.9427766341938386,458
5.9,OpenSky,18.23682392591048,0.0,0.0,3.202497867231804,3.260770691662682,0.0044998653179885,0,,,18,0.8230313701674024,43.29754339654031,0.8368863671379736,1,18.016976427523616,0.0813356400985656,-0.0106696375865764,0.8350708764590911,415
6.0,OpenSky,18.557458438415807,0.0,0.0,3.2063451250532378,3.170545041417969,0.0065104385994782,1,18.23620748844568,0.3508886425146787,20,0.8902006448695672,41.24305878251495,0.6901855418915,1,19.13878669977958,0.3709228402328217,0.0179935189411244,0.9661339615393676,440
6.1000000000000005,OpenSky,18.878476181441485,0.0,0.0,3.210177430256795,3.151365121637171,0.0020712816658836,0,,,16,0.8410434214247037,41.75715994728932,0.711302427473545,1,18.72614969473529,-0.2327002243971174,0.0031497162076989,0.9033101101213636,457
6.2,OpenSky,19.199875618428035,0.0,0.0,3.213994369865484,3.2172147295909963,0.0053780346203096,1,19.07370788765184,1.2587491589118076,17,0.8804320073024776,43.55602651448673,0.7022711243878444,1,19.526176151375235,-0.2224017802248329,0.0195177793611605,0.9062011737938448,390
6.300000000000001,OpenSky,19.521655172792823,0.0,0.0,3.2177955436479198,3.2433301647208603,-0.003594323445964,0,,,16,0.8740207569574552,45.09999367886017,0.8204376040491227,1,19.106009108427287,0.0585612581261943,0.0073542128089014,0.9254225711776404,497
6.4,OpenSky,19.843813229110765,0.0,0.0,3.2215805631793906,3.3186933577977475,0.0046539686943155,1,19.94766153536792,-0.0260765586540659,19,0.9991883064949528,43.54607535624666,0.9809109374595012,1,19.6043875097476,-0.532934573492822,0.0095924825730735,0.7818882641147945,422
6.5,OpenSky,20.166348134209787,0.0,0.0,3.22534905099024,3.2438437715918207,0.0045520161361554,0,,,16,0.9814965130546311,45.09613022824385,0.6346035751065637,1,19.46989161388155,-0.1649200055907474,0.01118015794037,0.9711423595168168,357
6.6000000000000005,OpenSky,20.489258198189155,0.0,0.0,3.229100639793673,3.26424392433897,0.0076886363458051,1,20.695250864083157,0.7123178418838599,17,0.9132607669146688,42.452509469921935,0.6825055005951602,1,20.92225585341715,0.0948759736025162,-0.0040211951867537,0.8875045199118538,379
6.7,OpenSky,20.812541695367734,0.0,0.0,3.23283497178582,3.2737829931089246,-0.0089760215822994,0,,,16,1.002357600164309,41.34734532690422,1.1230645705923132,1,21.064727012537595,-0.1994172259931478,0.0011841482715904,0.8989315728956371,485
