timestamp,numSV,hDOP,vDOP,hAcc,vAcc,gSpeed,CNO_mean,CNO_std,CNO_gap,low_elev_ratio,PR_RMS,Fault_SVID_count,hard_label,pos_error_2d,gnss_east,gnss_north,gt_east,gt_north,fix_quality,num_tracked,gt_quality,receiver_id,scenario,soft_fault_prob_surrogate
1621307670,22,0.75,1.45,2.69072480941474,5.2,5.63,32.5555555555556,9.47195590772828,32,0.037037037037037,80.9203365635933,9,1,7.65369342418213,-4.38002559626771,6.27649574264243,0,0,2,27,2,ublox.f9p,harsh,0.999168986913159
1621307671,21,0.72,1.41,2.69072480941474,5.3,6.18166666666667,27.7037037037037,9.29356607392288,34,0.037037037037037,69.2245212899742,7,1,7.63790323950485,-5.59924338622202,12.2007941006289,-0.867476317458028,6.20513347789519,2,27,2,ublox.f9p,harsh,0.997328532071427
1621307672,23,0.81,1.51,2.76586333718787,5.4,6.29583333333333,30.8518518518519,10.9744588221354,38,0.037037037037037,72.325412118392,6,1,7.69394815654594,-6.66391243786296,18.401928831603,-1.75441432908314,12.4779380689917,2,27,2,ublox.f9p,harsh,0.998039398055364
1621307673,20,0.74,1.3,2.76586333718787,5.4,6.06861111111111,31.1923076923077,8.17811338033036,31,0,80.0475197408806,8,1,7.79701807232676,-7.84878606549537,24.4185059807027,-2.69601679994447,18.5668002707252,2,26,2,ublox.f9p,harsh,0.999093263910988
1621307674,19,0.83,1.35,2.76586333718787,5.5,5.86972222222222,29.24,9.22532745579617,34,0.04,70.5852225070066,7,1,7.82507840679514,-9.05083177035632,30.1951582743872,-3.74923779966278,24.4397301024439,2,25,2,ublox.f9p,harsh,0.997667599712309
1621307675,22,0.79,1.37,2.76586333718787,5.5,5.60138888888889,28.5384615384615,9.38181547134996,34,0.0384615384615385,70.4727187705221,7,1,7.82855867538947,-10.218533315517,35.7503414700337,-4.80474841107643,30.095497180182,2,26,2,ublox.f9p,harsh,0.997641273418803
1621307676,21,0.77,1.37,2.90688837074973,5.5,5.4825,29.52,8.84175698979941,31,0.04,68.9593610633166,7,1,7.88897785145719,-11.386234858056,41.1209670852146,-5.78298465726579,35.5676294646366,2,25,2,ublox.f9p,harsh,0.997256944765325
1621307677,21,0.74,1.31,2.90688837074973,5.6,5.47,33.25,9.4051327337327,33,0,68.7297132124154,5,1,7.902768484139,-12.2620110156157,46.5654157323704,-6.71542868265661,40.9361019076128,2,24,2,ublox.f9p,harsh,0.997193401048068
1621307678,23,0.74,1.31,2.90688837074973,5.6,5.31805555555556,31.64,10.6022010293461,33,0.04,70.0043959658638,3,1,7.78789243078297,-13.0175826076704,51.9175855887651,-7.67448943777932,46.2516678439236,2,25,2,ublox.f9p,harsh,0.997528460875323
1621307679,20,0.74,1.31,2.90688837074973,5.6,5.11611111111111,31.56,10.4963485714478,35,0.04,70.0009967461503,3,1,7.72613744191947,-13.7903262743319,57.1036536220717,-8.59090618785686,51.3888281185423,2,25,2,ublox.f9p,harsh,0.997527622679538
1621307680,20,0.77,1.39,2.90688837074973,5.7,5.20416666666667,30.875,9.59307948017963,32,0.0416666666666667,69.5687397144331,4,1,7.63877066066198,-14.5802420234653,62.2712658969443,-9.52964664475443,56.5404454036174,2,24,2,ublox.f9p,harsh,0.997418690931495
1621307681,22,0.77,1.39,2.90688837074973,5.7,5.33305555555556,29.4230769230769,10.1397162758061,35,0.0384615384615385,69.6682658943602,4,1,7.59087560924235,-15.4731902621859,67.5127012048483,-10.4995830495313,61.7781895596234,2,26,2,ublox.f9p,harsh,0.997444188957258
1621307682,20,0.74,1.31,2.90688837074973,5.8,5.44444444444444,30.12,9.6924369140755,31,0,69.3633778143638,6,1,7.52003314936789,-16.4519989106437,72.8648710619475,-11.515597872964,67.1918786097414,2,25,2,ublox.f9p,harsh,0.997365273729917
1621307683,20,0.8,1.46,2.90688837074973,5.8,5.68472222222222,29.6,10.0083298640016,33,0,72.8820725556018,6,1,7.41229402956151,-17.4308075577907,78.3831427414304,-12.6068836543368,72.7553668970706,2,25,2,ublox.f9p,harsh,0.998145358048272
1621307684,20,0.8,1.46,2.9732137494637,5.8,5.7325,29.36,9.01794507265005,29,0,70.9102081441566,7,1,7.27185845812772,-18.3924441237767,84.030604727838,-13.7502580840825,78.4332808844364,2,25,2,ublox.f9p,harsh,0.997742012513227
1621307685,21,0.8,1.46,3.04795013082563,5.9,5.64638888888889,28.12,9.54078962490352,34,0,70.5519700376288,5,1,7.25079800045511,-19.6116619124202,89.5488764076731,-14.8916291013009,84.0447541429191,2,25,2,ublox.f9p,harsh,0.997659849176071
1621307686,21,0.76,1.35,3.04795013082563,5.9,5.52583333333333,29.64,9.67763745273952,37,0,68.5277216633067,5,1,7.22696536234217,-20.6419868030501,95.0117808136151,-15.9010612953696,89.5571814993558,2,25,3,ublox.f9p,harsh,0.997136297688732
1621307687,23,0.74,1.31,3.04795013082563,6,5.51027777777778,28.72,9.34754869827735,33,0,81.2699290244329,5,1,7.1739322406396,-21.5521071268641,100.456229460771,-16.9050556619896,94.9908642876013,2,25,3,ublox.f9p,harsh,0.999197513648803
1621307688,22,0.77,1.37,3.04795013082563,6,4.52527777777778,30.5384615384615,9.47937031339432,33,0.0384615384615385,80.9995903468878,4,1,7.07637908485961,-22.5309157713895,105.070168992486,-17.8246206278205,99.785670248588,2,26,3,ublox.f9p,harsh,0.999175541567941
1621307689,22,0.77,1.3,3.04795013082563,6,3.9575,31.6923076923077,9.91067800211158,34,0.0384615384615385,78.9838288347134,4,1,7.09638518128223,-23.3380036043054,109.111980021552,-18.6365738832951,103.796414085594,2,26,3,ublox.f9p,harsh,0.998991601440152
1621307690,23,0.73,1.3,3.04795013082563,6,3.58138888888889,32.1111111111111,9.80711411065901,31,0.037037037037037,79.1071232982324,5,1,7.08047123036202,-24.1450914385321,112.747764373172,-19.4450927225374,107.452192174284,2,27,3,ublox.f9p,harsh,0.999003945796244
1621307691,22,0.69,1.22,3.04795013082563,6,3.26944444444444,31.5555555555556,10.5295676488541,36,0.037037037037037,68.2690832461717,5,1,7.03701279069695,-24.8148026169171,116.125168109533,-20.2198397991047,110.795452758846,2,27,2,ublox.f9p,harsh,0.997061485698043
1621307692,22,0.69,1.22,3.04795013082563,5.9,3.26694444444444,31,10.8443533693808,35,0.0384615384615385,66.8254377496682,5,1,7.05764831708951,-25.3986533894975,119.447204572002,-20.9021438405033,114.007369864631,2,26,2,ublox.f9p,harsh,0.996606667756239
1621307693,23,0.69,1.22,3.04795013082563,5.9,3.03916666666667,30.5384615384615,11.282661988133,36,0.0384615384615385,68.1557707821509,4,1,7.05795377031382,-25.8794716724905,122.640050727898,-21.5752894351206,117.046418036042,2,26,2,ublox.f9p,harsh,0.997028098823693
1621307694,21,0.73,1.3,3.04795013082563,6,3.62611111111111,31.44,11.1918124835375,37,0.04,68.0134746007931,5,1,7.14273488256057,-27.0128290527076,125.980542949152,-22.7235292874249,120.269101001089,2,25,2,ublox.f9p,harsh,0.996985635880078
1621307695,21,0.78,1.85,3.04795013082563,6,3.98055555555556,32.5,10.4507124783121,36,0,72.351735544931,7,1,7.08677911790371,-28.7300372068159,129.524048509307,-24.6144616643592,123.754778519066,2,24,2,ublox.f9p,harsh,0.998044542165918
1621307696,21,0.73,1.3,2.9732137494637,6.1,3.97083333333333,32.08,11.7860086543325,38,0,67.4737524725524,6,1,6.95835678031828,-30.2755245427607,133.178288618656,-26.4747704969934,127.349652606192,2,25,2,ublox.f9p,harsh,0.996819005235677
1621307697,21,0.73,1.3,2.9732137494637,6.1,3.60888888888889,32.4,11.1766124861993,35,0,67.1162526042416,7,1,6.92857476707363,-31.1341286191594,136.924807517357,-27.6831126333611,130.91684305602,2,25,2,ublox.f9p,harsh,0.996703609168089
1621307698,21,0.76,1.51,2.9732137494637,6.1,3.22611111111111,34.1153846153846,11.1618167807106,38,0.0384615384615385,66.4058468811294,3,1,6.88590857173964,-31.6836352267962,140.283755497398,-28.3273518931052,134.271177095219,2,26,2,ublox.f9p,harsh,0.996461771817768
1621307699,22,0.76,1.51,2.90688837074973,6.1,2.54472222222222,33,10.4608112222987,37,0.0344827586206897,65.224991558524,4,1,6.79902080672398,-32.0442489403518,143.015207699841,-28.7323268145788,137.07737511858,2,29,2,ublox.f9p,harsh,0.996020054060641
1621307700,22,0.71,1.23,2.90688837074973,6,1.58305555555556,34.7777777777778,10.7357538280463,39,0.037037037037037,67.2710301690111,4,1,6.73641694752977,-32.2331418370547,144.842327754515,-28.9687291375747,138.949711780396,2,27,2,ublox.f9p,harsh,0.996754072754076
1621307701,22,0.71,1.23,2.83196045170126,5.9,1.13861111111111,32.3571428571429,9.97483606368318,37,0.0357142857142857,67.4722976663827,5,1,6.71302235945726,-32.3705184889639,146.097319306894,-29.0912233200183,140.239769273518,2,28,2,ublox.f9p,harsh,0.996818543901332
1621307702,22,0.71,1.23,2.83196045170126,5.9,0.7075,33,9.2736184954957,34,0.0384615384615385,67.2157753399115,4,1,6.69550952422305,-32.4907230597121,146.872461148089,-29.1424533630223,141.074277136936,2,26,2,ublox.f9p,harsh,0.996736146496789
1621307703,21,0.76,1.46,2.83196045170126,5.9,0.531944444444444,32.5925925925926,9.66062292648023,37,0.037037037037037,42.5326933076193,6,1,6.62890304853425,-32.5594113869775,147.389222375084,-29.1496083959655,141.704541276785,2,27,2,ublox.f9p,harsh,0.962790413911693
1621307704,21,0.76,1.46,2.83196045170126,5.8,0.583611111111111,30.6071428571429,10.429087832398,39,0.0357142857142857,28.0412281505371,4,1,6.61922587279612,-32.6280997116213,147.924439360864,-29.154473819835,142.289896405219,2,28,2,ublox.f9p,harsh,0.858650061991438
1621307705,21,0.76,1.46,2.83196045170126,5.8,0.590833333333333,32.2962962962963,9.63892275665865,37,0.037037037037037,27.9094965916621,5,1,6.47340831808694,-32.7311322025194,148.422744830128,-29.1922523996999,143.002288669078,2,27,2,ublox.f9p,harsh,0.857043668045282
1621307706,21,0.74,1.34,2.83196045170126,5.8,0.379722222222222,31.6666666666667,9.91890192433696,36,0.037037037037037,42.1361767523389,7,1,6.4378724371823,-32.7826484446915,148.773404234739,-29.1956868146213,143.427386297822,2,27,2,ublox.f9p,harsh,0.961343530725488
1621307707,22,0.74,1.34,2.83196045170126,5.8,0.550833333333333,30.4074074074074,11.489993168838,38,0.037037037037037,29.442370519681,8,1,6.33811746513227,-32.8856809342788,149.179430913242,-29.2280275683483,144.003205951312,2,27,2,ublox.f9p,harsh,0.8748168901636
1621307708,21,0.74,1.34,2.75862284482674,5.8,0.829166666666667,30.4074074074074,11.1156828201602,38,0.037037037037037,29.7128377519335,7,1,6.20687750933421,-33.023057586188,149.82538244857,-29.3010089145931,144.858322744665,2,27,2,ublox.f9p,harsh,0.877748936443108
1621307709,22,0.74,1.34,2.75862284482674,5.7,1.08777777777778,30.7857142857143,11.3181504275446,41,0.0357142857142857,89.4051525603968,8,1,6.06602998445476,-33.2462946465236,150.655891564011,-29.4163480627827,145.95182641374,2,28,2,ublox.f9p,harsh,0.999644103719213
