1357847237325466,-0.012048,-0.009036
1357847237425605,0.000000,0.000000
1357847237525767,0.000000,0.000000
1357847237625943,0.000000,0.003012
1357847237726129,0.006024,0.009036
1357847237826297,0.021084,0.018072
1357847237926498,0.027108,0.024096
1357847238026674,0.000000,-0.003012
1357847238126892,-0.006024,-0.009036
1357847238227055,-0.006024,-0.003012
1357847238327204,-0.030120,-0.033133
1357847238427378,-0.024096,-0.018072
1357847238527551,0.000000,-0.003012
1357847238627719,0.000000,0.000000
1357847238727879,0.000000,0.000000
1357847238828061,0.003012,0.006024
1357847238928252,0.009036,0.012048
1357847239028427,0.012048,0.012048
1357847239128600,0.027108,0.021084
1357847239228781,0.027108,0.021084
1357847239328952,0.000000,-0.003012
1357847239429125,-0.012048,-0.003012
1357847239529257,0.000000,-0.003012
1357847239629431,-0.018072,-0.021084
1357847239729604,-0.048193,-0.042169
1357847239829779,-0.051205,-0.042169
1357847239929956,0.003012,0.003012
1357847240030133,0.000000,0.000000
1357847240130314,0.036145,0.033133
1357847240230457,0.057229,0.054217
1357847240330660,0.045181,0.036145
1357847240430837,0.000000,-0.003012
1357847240531013,0.000000,-0.006024
1357847240631278,-0.024096,-0.021084
1357847240731458,-0.033133,-0.036145
1357847240831655,-0.036145,-0.030120
1357847240931854,0.003012,0.003012
1357847241032036,0.000000,0.000000
1357847241132205,0.006024,0.009036
1357847241232384,0.006024,0.003012
1357847241332561,0.015060,0.012048
1357847241432736,0.030120,0.027108
1357847241532910,0.021084,0.027108
1357847241633104,0.000000,0.000000
1357847241733281,-0.012048,-0.006024
1357847241833453,-0.015060,-0.012048
1357847241933625,-0.021084,-0.024096
1357847242033833,-0.003012,0.003012
1357847242134028,0.003012,0.000000
1357847242234194,0.012048,0.009036
1357847242334353,0.027108,0.018072
1357847242434533,0.030120,0.021084
1357847242534712,0.015060,0.015060
1357847242634844,-0.006024,-0.003012
1357847242735013,-0.006024,-0.012048
1357847242835197,-0.018072,-0.012048
1357847242935394,-0.015060,-0.012048
1357847243035569,-0.015060,-0.018072
1357847243135791,-0.015060,-0.018072
1357847243235968,0.003012,0.003012
1357847243336160,0.003012,0.003012
1357847243436333,0.003012,0.003012
1357847243536546,0.036145,0.036145
1357847243636707,0.009036,0.015060
1357847243736877,0.009036,0.015060
1357847243837075,0.009036,0.015060
1357847243937283,-0.015060,-0.012048
1357847244037462,-0.015060,-0.015060
1357847244137638,-0.063253,-0.054217
1357847244237823,-0.030120,-0.027108
1357847244337995,0.006024,0.009036
1357847244438173,0.012048,0.009036
1357847244538355,0.054217,0.054217
1357847244638539,0.069277,0.063253
1357847244738708,0.075301,0.081325
1357847244838888,0.039157,0.054217
1357847244939064,0.003012,0.006024
1357847245039257,-0.003012,-0.003012
1357847245139425,-0.012048,-0.009036
1357847245239604,-0.039157,-0.042169
1357847245339784,-0.069277,-0.072289
1357847245439959,-0.084337,-0.081325
1357847245540135,-0.042169,-0.042169
1357847245640338,0.003012,0.006024
1357847245740510,0.039157,0.027108
1357847245840680,0.072289,0.063253
1357847245940918,0.084337,0.090361
1357847246041060,0.096386,0.105422
1357847246141206,0.072289,0.078313
1357847246241397,0.000000,-0.003012
1357847246341565,-0.015060,-0.021084
1357847246441756,-0.063253,-0.063253
1357847246541947,-0.066265,-0.063253
1357847246642127,-0.051205,-0.048193
1357847246742302,-0.024096,-0.027108
1357847246842473,0.003012,0.000000
1357847246942647,0.003012,0.000000
1357847247042849,0.003012,0.003012
1357847247143037,0.012048,0.021084
1357847247243219,0.048193,0.045181
1357847247343398,0.054217,0.051205
1357847247443580,0.021084,0.024096
1357847247543751,-0.012048,-0.003012
