1357847237986069, 1.48422
1357847238015801, 1.48422
1357847238025706, 1.48422
1357847239006253, 1.48368
1357847239995709, 1.48473
1357847240026128, 1.48475
1357847240036151, 1.48475
1357847240997475, 1.48245
1357847241025501, 1.48247
1357847241035898, 1.48247
1357847241957616, 1.48373
1357847241987248, 1.48359
1357847242023911, 1.48342
1357847242996703, 1.48725
1357847243015458, 1.48718
1357847243027265, 1.48716
1357847243986464, 1.48859
1357847244016385, 1.48849
1357847244027793, 1.48846
1357847244986735, 1.48973
1357847245026109, 1.48977
1357847245035969, 1.48978
1357847245995347, 1.48482
1357847246017217, 1.48522
1357847246025207, 1.48541
1357847247007077, 1.48194
1357847247986604, 1.48079
1357847248015811, 1.48046
1357847248025457, 1.48034
1357847248997527, 1.48630
1357847249026190, 1.48588
1357847249036304, 1.48572
1357847249997200, 1.48414
1357847250026111, 1.48402
1357847250037460, 1.48397
1357847250955558, 1.48328
1357847250985653, 1.48386
1357847251015796, 1.48445
1357847251987489, 1.48711
1357847252015945, 1.48761
1357847252025873, 1.48779
1357847252987219, 1.45033
1357847253017164, 1.45041
1357847253037314, 1.45045
1357847253984189, 1.43601
1357847253997244, 1.43278
1357847254026029, 1.42463
1357847255007391, 1.34202
1357847256005539, 1.26581
1357847256025789, 1.25573
1357847256045484, 1.24649
1357847256995953, 1.30367
1357847257025886, 1.29426
1357847257036168, 1.29131
1357847257997243, 1.36316
1357847258987691, 1.37207
1357847259015571, 1.35832
1357847259026882, 1.35446
1357847259996169, 1.35417
1357847260027323, 1.34043
1357847260036803, 1.33636
1357847261035717, 1.33420
1357847261925952, 1.48699
1357847261985465, 1.40399
1357847262017375, 1.39113
1357847262025906, 1.38620
1357847263035890, 1.44117
1357847264005863, 1.49039
1357847264026811, 1.48225
1357847264036409, 1.47848
1357847264997659, 1.54532
1357847265027624, 1.53349
1357847265037323, 1.52996
1357847265997079, 1.54188
1357847266025384, 1.52624
1357847266035458, 1.52213
1357847267987687, 1.64871
1357847268017654, 1.64038
1357847268037516, 1.63529
1357847269037517, 1.67467
1357847269935865, 1.72412
1357847270035921, 1.71754
1357847271027681, 1.76196
1357847271987358, 1.80539
1357847272017361, 1.78710
1357847272027465, 1.78063
1357847273035995, 1.85695
1357847273937598, 1.75227
1357847273995628, 1.87994
1357847274027373, 1.85816
1357847274035931, 1.85333
1357847275035667, 1.86066
1357847275996024, 1.93786
1357847276025502, 1.92302
1357847276037397, 1.91767
1357847277027684, 1.94967
1357847277935991, 1.78149
1357847278035542, 1.98953
1357847278926322, 1.71207
1357847279996465, 2.02227
1357847280027328, 1.99417
1357847280036264, 1.98649
1357847280996220, 2.02742
1357847281026597, 1.99564
1357847281035311, 1.98639
1357847281995587, 2.02609
1357847282027661, 1.99637
1357847282028179, 1.99637
1357847283037544, 1.97174
1357847283996089, 2.13496
1357847284026152, 2.10541
1357847284036289, 2.09721
1357847284997104, 2.10311
1357847285017156, 2.07876
1357847285036033, 2.05454
1357847286026509, 1.87554
1357847286037695, 1.86045
1357847286996747, 1.90604
1357847287018094, 1.88381
1357847287036247, 1.86637
1357847287995920, 2.02643
1357847288026290, 1.98969
1357847288036404, 1.97561
1357847289025609, 1.91471
1357847289037508, 1.89351
1357847290036014, 1.72433
1357847290925655, 0.52868
1357847290985325, 1.66508
1357847291018700, 1.64616
1357847291027497, 1.64095
1357847291996286, 2.11003
1357847292026378, 2.09338
1357847292936983, 1.54633
1357847292995816, 2.12952
1357847293025542, 2.09944
1357847293035260, 2.08842
1357847293995732, 2.10452
1357847294027335, 2.09309
1357847294037635, 2.08960
1357847294985788, 2.25768
1357847295016599, 2.24887
1357847295035995, 2.24341
1357847295965449, 2.24284
1357847295986476, 2.23945
1357847296016860, 2.23567
1357847297026676, 2.27387
1357847297038022, 2.27547
1357847297955845, 2.25238
1357847297987235, 2.25942
1357847298015876, 2.26682
1357847299025909, 2.23257
1357847299026874, 2.23257
1357847299995903, 2.19107
1357847300017565, 2.19939
1357847300037507, 2.20661
1357847301025750, 2.12989
1357847301037869, 2.13367
1357847302028058, 2.06876
1357847302046495, 2.07544
1357847302999749, 1.98270
1357847303026185, 1.99082
1357847303035407, 1.99455
1357847303995935, 1.92815
1357847304027975, 1.93860
1357847304035350, 1.94187
1357847304955602, 1.88191
1357847304985341, 1.89102
1357847305016423, 1.90106
1357847305985740, 1.80691
1357847306015583, 1.81367
1357847306025450, 1.81618
1357847306997151, 1.80690
1357847307025517, 1.81848
1357847307996410, 1.77413
1357847308027565, 1.78700
1357847308037439, 1.79086
1357847309025920, 1.73663
1357847309035771, 1.74126
1357847310036172, 1.73681
1357847310937794, 2.41840
1357847311035811, 1.67054
1357847311985572, 1.58911
1357847312015581, 1.59541
1357847312037272, 1.60006
1357847313035655, 1.54018
1357847313936225, 2.11551
1357847313995994, 1.45963
1357847314025790, 1.46573
1357847314037528, 1.46831
1357847314997150, 1.48746
1357847315025944, 1.50118
1357847315035858, 1.50690
1357847315997362, 1.45356
1357847316025661, 1.46678
1357847316035637, 1.47139
1357847316996452, 1.45782
1357847317027541, 1.47201
1357847317037565, 1.47675
1357847317996765, 1.47361
1357847318027123, 1.48916
1357847318037369, 1.49441
1357847318995713, 1.44030
1357847319025741, 1.45197
1357847319036137, 1.45491
1357847319996507, 1.33565
1357847320027543, 1.34675
1357847320036033, 1.35049
1357847320987270, 1.26582
1357847321015764, 1.27904
1357847321035782, 1.28923
1357847322036256, 1.26584
1357847322926294, 2.14467
1357847323027437, 1.27791
1357847323936177, 2.17359
1357847323995993, 1.22241
1357847324027565, 1.24111
1357847324036471, 1.24621
1357847325025710, 1.38000
1357847325935834, 2.06880
1357847325995817, 1.26601
1357847326025878, 1.28272
1357847326035796, 1.28767
1357847327028258, 1.31443
1357847327037448, 1.32102
1357847327986227, 1.41281
1357847328017594, 1.44703
1357847328037417, 1.47024
1357847329025978, 1.42506
1357847329937930, 1.29959
1357847329997498, 1.28864
