1357847238332442,0.00274032465634828,7.0418394497199e-07,-1.98241652887299e-06,-5.93113437550638e-14,-5.88893206534486e-11,1.62043667458225e-13,5.44733771719822e-10,-5.06505582851622e-10,6.08706940293948e-11,1.06632112114782e-09,1.36848957018371e-09,1.58000591301911e-09,-7.60633030541739e-11,-8.10008626734327e-08,-1.06661890690473e-09,0.000274394228650905,9.41980322948289e-09,1.45293317684783e-07,0.000274344891458736,3.64978375918278e-06,1.81062112335938e-06
1357847238532418,0.000478735214815055,-3.63432759683548e-07,1.13436114695812e-06,1.26981581152019e-12,-2.16646539368181e-09,-3.01227416252862e-11,3.31547891376988e-10,-9.10597979314506e-10,2.16619898964152e-09,-1.24937687309609e-08,-5.83159419840778e-10,6.34346971766156e-09,1.19618430352201e-10,9.10308887325781e-07,1.24949062202158e-08,0.000484527195410923,-3.74075773755824e-09,-2.47168247144566e-07,0.000484435560318799,6.64868783001559e-06,3.90098016332786e-07
1357847238732390,0.000521236987692375,-3.1392220837103e-08,6.77255909185927e-07,9.16420328619948e-16,-2.89138285135341e-11,-3.98098209493735e-13,2.35594519008898e-12,-4.08089519526697e-11,2.89192758942485e-11,-3.05910020609166e-10,-7.4776751755e-12,8.81913590292626e-10,7.2118570539488e-13,2.22353365358507e-08,3.0591004760751e-10,0.000584068267709245,-1.09301116368213e-09,-6.33615691057418e-08,0.000583957702690401,8.03067520533557e-06,4.38893825604633e-07
1357847238932369,0.000471230119423465,-8.24971853274345e-08,4.95559120033737e-07,-1.96811281623194e-13,3.02422552670014e-10,4.24488051334962e-12,3.67563246230251e-11,-8.99282258022107e-11,-3.04003783967016e-10,3.95218121337169e-09,2.5813060466468e-10,7.7350381260971e-10,9.48721961336637e-11,-2.8691259416022e-07,-3.95253644131417e-09,0.000717164737004793,-8.93689563492505e-09,-5.51202626867806e-07,0.000717027645863377,9.88019461728541e-06,4.65509478323014e-07
1357847239132345,0.000473891531274298,2.33158210792874e-07,-2.95556258045679e-07,-6.81541621515161e-13,-7.01695921421675e-10,-1.01261748706091e-11,1.80514289631351e-10,-1.88520454667304e-10,7.07934079041688e-10,1.5336542807036e-08,7.94665293922977e-10,3.37591577761047e-09,-4.16293205749057e-10,-1.11298854778661e-06,-1.53375208785436e-08,0.000433345689575177,3.45520293902808e-10,2.84142770612205e-07,0.000433263333726062,5.9686763528107e-06,4.40730292551565e-07
1357847239332328,0.000449044266775667,-1.14320670600721e-07,4.27233663559892e-08,-4.50881061665838e-15,1.42903515826117e-11,3.39850895283125e-13,3.92963986359123e-11,-1.74725233764138e-11,-1.46434677131726e-11,1.96571443516735e-09,5.71611515467254e-10,4.98624956487951e-10,1.85799425927421e-11,-1.44927577700869e-07,-1.9656797072983e-09,0.000371435136865808,9.29136009671102e-09,9.09047918923041e-08,0.000371366377783785,5.05056608848997e-06,4.71959243423483e-07
1357847239532304,0.0004997374885628,4.97423416221838e-08,1.08548547898522e-06,-1.18777423090843e-13,-6.37896741634675e-10,-8.50766780042548e-12,7.49186432823947e-12,1.04537594705554e-10,6.3806760819264e-10,-3.92956501142951e-09,-2.21557275404286e-10,2.62250811756002e-09,2.29116484451456e-11,2.9386707780357e-07,3.92951535189159e-09,0.000556147042260131,9.25238699122391e-09,9.91156208815169e-07,0.000556044758713619,7.43425200163938e-06,4.90542902650215e-07
1357847239732282,0.000578975861123376,6.85944444735545e-08,3.01049787082653e-06,6.41962403747016e-13,-5.82029621130527e-09,-7.74564950924547e-11,3.95335915784059e-11,2.8341830147543e-10,5.83079261111998e-09,-1.49248309856432e-08,-1.27926359569252e-09,2.11740282943123e-08,-2.93845636358509e-10,1.11968289939654e-06,1.49261978491973e-08,0.000502753254010022,-8.60410542182762e-09,-5.63925707606486e-07,0.00050266395118705,6.7028947530942e-06,4.04271199241571e-07
1357847239932250,0.000554658837241319,-5.27269341958245e-07,1.51540397386913e-06,5.35989203873817e-12,-4.22832330496208e-09,-5.7831175309155e-11,6.0411840922601e-10,-1.55705353868364e-09,4.23942840923537e-09,-2.08605973620399e-08,-8.0494610051903e-10,1.28373493559144e-08,-6.61343765425944e-10,1.54034374862801e-06,2.08690603249127e-08,0.000502308590325335,-1.40837175414759e-08,-1.28934832778892e-06,0.000502211018292835,6.80209612294247e-06,3.96767867630948e-07
1357847240132236,0.000414036370079882,-1.76693425440854e-08,-8.05154819246551e-07,-2.4404864054437e-13,-1.0002508088458e-09,-1.34805188451566e-11,6.98596383131745e-12,1.87170526944188e-11,1.00311535880574e-09,6.91905295391958e-09,7.41216968843383e-10,2.73359157304804e-09,-1.0836451624876e-10,-5.14528469648461e-07,-6.91937758568411e-09,0.0004561933614052,2.19573736174821e-09,1.6682029536041e-07,0.000456110746411446,6.1367147628729e-06,4.40981690450804e-07
