1357847237986069,3,0,0.738167892058141,-1.46098662464112,272.809,nan,nan
1357847238015801,3,0,0.738167892058141,-1.46098662464112,272.809,nan,nan
1357847238025706,3,0,0.738167892058141,-1.46098662464112,272.809,114.2,0.016
1357847239006253,2,0,0.738167891551995,-1.46098662443168,nan,5.7,0.049
1357847239995709,3,0,0.738167891360009,-1.46098662483311,272.816,nan,nan
1357847240026128,3,0,0.738167891360009,-1.46098662483311,272.816,nan,nan
1357847240036151,3,0,0.738167891360009,-1.46098662483311,272.816,335.6,0.054
1357847240997475,3,0,0.738167892162861,-1.46098662455385,272.815,nan,nan
1357847241025501,3,0,0.738167892162861,-1.46098662455385,272.815,nan,nan
1357847241035898,3,0,0.738167892162861,-1.46098662455385,272.815,16.7,0.047
1357847241957616,3,0,0.738167892058141,-1.46098662455385,272.811,nan,nan
1357847241987248,3,0,0.738167892058141,-1.46098662455385,272.811,nan,nan
1357847242023911,3,0,0.738167892058141,-1.46098662455385,272.811,213,0.008
1357847242996703,3,0,0.738167891551995,-1.46098662499019,272.81,nan,nan
1357847243015458,3,0,0.738167891551995,-1.46098662499019,272.81,nan,nan
1357847243027265,3,0,0.738167891551995,-1.46098662499019,272.81,335.2,0.001
1357847243986464,3,0,0.738167891010943,-1.46098662481565,272.808,nan,nan
1357847244016385,3,0,0.738167891010943,-1.46098662481565,272.808,nan,nan
1357847244027793,3,0,0.738167891010943,-1.46098662481565,272.808,143.8,0.018
1357847244986735,3,0,0.738167892459567,-1.46098662500764,272.801,nan,nan
1357847245026109,3,0,0.738167892459567,-1.46098662500764,272.801,nan,nan
1357847245035969,3,0,0.738167892459567,-1.46098662500764,272.801,19.5,0.022
1357847245995347,3,0,0.738167893820924,-1.46098662509491,272.811,nan,nan
1357847246017217,3,0,0.738167893820924,-1.46098662509491,272.811,nan,nan
1357847246025207,3,0,0.738167893820924,-1.46098662509491,272.811,349,0.012
1357847247007077,2,0,0.738167892983166,-1.46098662403026,nan,nan,nan
1357847247986604,3,0,0.738167893035525,-1.46098662368119,272.804,nan,nan
1357847248015811,3,0,0.738167893035525,-1.46098662368119,272.804,nan,nan
1357847248025457,3,0,0.738167893035525,-1.46098662368119,272.804,24,0.003
1357847248997527,3,0,0.738167892546833,-1.46098662425715,272.808,nan,nan
1357847249026190,3,0,0.738167892546833,-1.46098662425715,272.808,nan,nan
1357847249036304,3,0,0.738167892546833,-1.46098662425715,272.808,191.2,0.024
1357847249997200,3,0,0.738167893018072,-1.46098662420479,272.813,nan,nan
1357847250026111,3,0,0.738167893018072,-1.46098662420479,272.813,nan,nan
1357847250037460,3,0,0.738167893018072,-1.46098662420479,272.813,333.4,0.029
1357847250955558,3,0,0.738167893297325,-1.46098662413497,272.81,nan,nan
1357847250985653,3,0,0.738167893297325,-1.46098662413497,272.81,nan,nan
1357847251015796,3,0,0.738167893297325,-1.46098662413497,272.81,89,0.029
1357847251987489,3,0,0.73816789120293,-1.46098662472839,272.803,nan,nan
