1357847237266709,0,0,0,-0.013389836471623,-0.000736405307255215,0
1357847237270678,0,0,0,-0.013389836471623,-0.000736405307255215,0
1357847237276758,0,0,0,-0.0134088149141907,-0.000717588890967552,2.98348453417835e-07
1357847237295760,0,0,0,-0.0134474763674943,-0.00059545951692593,-3.22795361271653e-05
1357847237306730,0,0,0,-0.0134930613322978,-0.000564178009259312,-3.17412330788111e-05
1357847237318714,0,0,0,-0.0135419615156601,-0.000529744074859504,-7.86261282282345e-05
1357847237320763,0,0,0,-0.0135419615156601,-0.000529744074859504,-7.86261282282345e-05
1357847237326779,-6.21532505045413e-05,4.88686945404196e-09,0,-0.0135067924100543,-0.000391824266055764,-7.83309202848526e-05
1357847237334968,-0.00014675646998484,1.15139175085491e-08,0,-0.0135389461976133,-0.000395997070514563,-7.79290822116555e-05
1357847237344961,-0.000249997399560268,1.95593884133269e-08,0,-0.0134701068760971,-0.000418565078268832,-7.74387210118192e-05
1357847237355506,-0.000358941220476344,2.79958585840723e-08,0,-0.0135054038101693,-0.000421297402345807,-5.513956384895e-05
1357847237365826,-0.000465560493450819,3.38747987997351e-08,0,-0.0134520712028296,-0.000405139583945331,-1.83303081645099e-05
1357847237370844,-0.000517403081872268,3.48250894216525e-08,0,-0.0134689747069174,-0.000406421524176407,-1.80840725495016e-05
1357847237375861,-0.000569235338969035,3.5762427719497e-08,0,-0.0134844414392165,-0.000415541676860948,-1.22528323978137e-05
1357847237385314,-0.0006668973533958,3.69590640139609e-08,0,-0.0134643061444747,-0.000381992153631804,-1.1788969251406e-05
1357847237395190,-0.000768929518262414,3.81619180682835e-08,0,-0.0135024667904934,-0.00039754397396925,-1.57723921814878e-05
1357847237405152,-0.000871850177066121,3.97852230626473e-08,0,-0.0135074796563285,-0.000386362008723992,-3.76237665921312e-05
1357847237416211,-0.000986104299234981,4.40838934893457e-08,0,-0.0135488385133009,-0.000413392234507858,-4.82512034845297e-05
1357847237420932,-0.000986104299234981,4.40838934893457e-08,0,-0.0135488385133009,-0.000413392234507858,-4.82512034845297e-05
1357847237435505,-0.000986104299234981,4.40838934893457e-08,0,-0.0136014280517502,-0.000468261281024311,-4.53020780927395e-05
1357847237449323,-0.000986104299234981,4.40838934893457e-08,0,-0.0135711233158113,-0.000424657785438038,-3.56879365777672e-05
1357847237459733,-0.000986104299234981,4.40838934893457e-08,0,-0.013611928432157,-0.000455772165111458,-2.56825218611404e-05
1357847237466246,-0.000986104299234981,4.40838934893457e-08,0,-0.0135620862219917,-0.000530653130871744,-2.53629258945105e-05
1357847237471076,-0.000986104299234981,4.40838934893457e-08,0,-0.0135620862219917,-0.000530653130871744,-2.53629258945105e-05
1357847237479851,-0.000986104299234981,4.40838934893457e-08,0,-0.0135937204244872,-0.000570353755868687,-2.26983110837921e-05
1357847237485613,-0.000986104299234981,4.40838934893457e-08,0,-0.0135609226635554,-0.00056264001986576,-2.24155670396155e-05
1357847237494851,-0.000986104299234981,4.40838934893457e-08,0,-0.0135936897814101,-0.000605782504715534,-2.86643183716228e-05
1357847237499992,-0.000986104299234981,4.40838934893457e-08,0,-0.0136119231014252,-0.000629799210896018,-2.84120470888891e-05
1357847237505449,-0.000986104299234981,4.40838934893457e-08,0,-0.0135769897827189,-0.000589485851396113,-2.81442695378527e-05
1357847237515510,-0.000986104299234981,4.40838934893457e-08,0,-0.0136066701969981,-0.000640541213172012,-3.04430983496777e-05
1357847237521192,-0.000986104299234981,4.40838934893457e-08,0,-0.0136234585243858,-0.000669356982078711,-3.01642799430461e-05
1357847237535210,-0.000986104299234981,4.40838934893457e-08,0,-0.0135659235082977,-0.00078277034737184,-3.84124958742456e-05
