1357847237265474,6.234294
1357847237285453,6.234308
1357847237295484,6.234327
1357847237311815,6.234354
1357847237311863,6.234371
1357847237318039,6.234375
1357847237345457,6.234366
1357847237345525,6.234353
1357847237364855,6.234333
1357847237364931,6.234317
1357847237375818,6.234311
1357847237385245,6.234316
1357847237395468,6.234324
1357847237405058,6.234338
1357847237415948,6.234349
1357847237425133,6.234350
1357847237435490,6.234347
1357847237445603,6.234338
1357847237455502,6.234328
1357847237475391,6.234326
1357847237485582,6.234328
1357847237494850,6.234333
1357847237505159,6.234333
1357847237515207,6.234336
1357847237525153,6.234343
1357847237535152,6.234345
1357847237545023,6.234351
1357847237555445,6.234352
1357847237564944,6.234357
1357847237574919,6.234359
1357847237584883,6.234366
1357847237595485,6.234383
1357847237604830,6.234417
1357847237615022,6.234462
1357847237625370,6.234512
1357847237635162,6.234558
1357847237647194,6.234596
1357847237666207,6.234622
1357847237676148,6.234639
1357847237684902,6.234643
1357847237694992,6.234635
1357847237704859,6.234619
1357847237714943,6.234601
1357847237725252,6.234562
1357847237735266,6.234512
1357847237745212,6.234432
1357847237755163,6.234346
1357847237765207,6.234247
1357847237775076,6.234161
1357847237785029,6.234075
1357847237794946,6.234019
1357847237804891,6.233972
1357847237814969,6.233961
1357847237825194,6.233956
1357847237845475,6.233984
1357847237855510,6.234013
1357847237865049,6.234028
1357847237874943,6.234026
1357847237884938,6.233995
1357847237894882,6.233939
1357847237904878,6.233863
1357847237915071,6.233786
1357847237924955,6.233718
1357847237944882,6.233671
1357847237944957,6.233649
1357847237954867,6.233640
1357847237966335,6.233673
1357847237975382,6.233692
1357847237985232,6.233753
1357847237995328,6.233799
1357847238005328,6.233863
1357847238024997,6.233898
1357847238035291,6.233921
1357847238045106,6.233930
1357847238054961,6.233950
1357847238065264,6.233966
1357847238075391,6.233982
1357847238084889,6.233973
1357847238095698,6.233961
1357847238105208,6.233930
1357847238115142,6.233906
1357847238125156,6.233858
1357847238135481,6.233821
1357847238145090,6.233758
1357847238155428,6.233724
1357847238165233,6.233673
1357847238174969,6.233654
1357847238184913,6.233638
1357847238195447,6.233647
1357847238215280,6.233656
1357847238225051,6.233684
1357847238235218,6.233697
1357847238245107,6.233721
1357847238264678,6.233724
1357847238264760,6.233727
1357847238275091,6.233696
1357847238284895,6.233654
1357847238295180,6.233591
1357847238304928,6.233503
1357847238314924,6.233415
1357847238325386,6.233343
1357847238334969,6.233301
1357847238344957,6.233310
1357847238355158,6.233369
1357847238365223,6.233472
1357847238375275,6.233610
1357847238387562,6.233770
1357847238397048,6.233937
1357847238414857,6.234098
1357847238425001,6.234241
1357847238435502,6.234359
1357847238445465,6.234440
1357847238455471,6.234490
1357847238465477,6.234501
1357847238475557,6.234484
1357847238485473,6.234431
1357847238495506,6.234364
1357847238505520,6.234278
1357847238515002,6.234192
