timestamp,numSV,hDOP,vDOP,hAcc,vAcc,gSpeed,CNO_mean,CNO_std,CNO_gap,low_elev_ratio,PR_RMS,Fault_SVID_count,hard_label,pos_error_2d,gnss_east,gnss_north,gt_east,gt_north,fix_quality,num_tracked,gt_quality,receiver_id,scenario,soft_fault_prob_surrogate
1621578524,27,0.58,1.13,1.62788205960997,3.1,0.00222222222222222,30.9117647058824,8.20335351625516,30,0.0588235294117647,2.68164128846496,0,0,1.97339036524083,1.97183092465203,-0.0784368421803457,0,0,2,34,1,ublox.f9p,deep,0.324791987490341
1621578525,27,0.58,1.13,1.62788205960997,3.1,0.00694444444444444,30.9705882352941,8.16305533307024,29,0.0588235294117647,2.66353149033384,0,0,1.97584468001199,1.97183092465203,-0.0784368421803457,-0.0025760587762237,-0.00307595496822183,2,34,1,ublox.f9p,deep,0.324394961803493
1621578526,27,0.58,1.13,1.62788205960997,3.1,0.00611111111111111,31.2727272727273,7.58399930475639,30,0.0303030303030303,2.69792512868686,0,0,1.96190886571353,1.95465718942676,-0.096892569172103,-0.00515212017430346,-0.00615190923205025,2,33,1,ublox.f9p,deep,0.325149197446449
1621578527,27,0.58,1.13,1.62788205960997,3.1,0.00361111111111111,31.3333333333333,7.54431353183752,30,0.0303030303030303,2.67940291856227,0,0,1.96490068334142,1.95465718942676,-0.096892569172103,-0.00830063762162401,-0.0095354594153369,2,33,1,ublox.f9p,deep,0.32474290148186
1621578528,27,0.58,1.13,1.62788205960997,3.1,0.005,31.2121212121212,7.41517690179058,29,0.0303030303030303,3.00166620396073,1,0,1.96935497835226,1.95465718942676,-0.096892569172103,-0.0128803004357586,-0.0123038184641005,2,33,1,ublox.f9p,deep,0.331849170753781
1621578529,27,0.58,1.11,1.62788205960997,3.1,0.0413888888888889,31.2424242424242,7.33582946498853,30,0.0303030303030303,2.25468401333757,0,0,1.94429824381242,1.90313598899466,-0.096892569172103,-0.0389271293318963,-0.00369114575054817,2,33,1,ublox.f9p,deep,0.315499646707447
1621578530,27,0.58,1.11,1.62788205960997,3.1,0.459166666666667,30.9393939393939,7.33970109208898,30,0.0303030303030303,2.27560980838104,0,0,1.91706031882557,1.57683503675653,-0.0415253867880442,-0.334315360524196,0.108888791364549,2,33,1,ublox.f9p,deep,0.31595173375881
1621578531,28,0.56,1.08,1.62788205960997,3.1,0.818055555555556,30.9393939393939,7.17173006472024,29,0.0303030303030303,2.81076228368473,0,0,1.86575664720391,0.855538195311986,-0.00461393210013604,-0.988348407745395,0.280219460694794,2,33,1,ublox.f9p,deep,0.327630019766501
1621578532,28,0.56,1.08,1.62788205960997,3.1,1.17027777777778,30.2424242424242,7.27165001491367,30,0.0303030303030303,2.79642629082191,0,0,1.84541576070009,-0.209233328352243,0.0507532495795294,-2.01276165802184,0.441707075394638,2,33,1,ublox.f9p,deep,0.327314292274554
1621578533,28,0.56,1.08,1.62788205960997,3.1,1.40972222222222,30.6666666666667,6.91767060987054,28,0.0303030303030303,2.5475478405714,0,0,1.88145842620413,-1.46291593425076,0.456779252907502,-3.31996906445759,0.75883799077734,2,33,1,ublox.f9p,deep,0.321858225928099
1621578534,28,0.56,1.08,1.62788205960997,3.1,1.46972222222222,30.8787878787879,7.0699963567776,28,0.0303030303030303,2.36081798079851,0,0,1.95897901047284,-2.52768745660406,1.39802134956234,-4.48463447809336,1.48722403201828,2,33,1,ublox.f9p,deep,0.317796187303559
1621578535,28,0.56,1.08,1.62788205960997,3,1.53861111111111,33.6060606060606,7.69715610607009,30,0.0303030303030303,2.43365821505246,0,0,2.10395691388168,-3.31767923632785,2.68992226680889,-5.41974431070428,2.60071958435295,2,33,1,ublox.f9p,deep,0.319377468127351
1621578536,28,0.56,1.08,1.5556349186104,3,1.62694444444444,32.6764705882353,7.79557212406716,31,0.0588235294117647,2.32047740446129,0,0,2.24507458549571,-4.05614981037581,4.11101327581532,-6.29417361463298,3.93322310168577,2,34,1,ublox.f9p,deep,0.316922240020227
1621578537,27,0.58,1.11,1.5556349186104,3,1.77472222222222,32.1470588235294,8.15059898502047,31,0.0588235294117647,2.23024662313386,0,0,2.28535858296969,-4.86331532008116,5.64283864888548,-7.1396937989319,5.44044083817992,2,34,1,ublox.f9p,deep,0.314972135859831
1621578538,27,0.58,1.11,1.5556349186104,3,2.10694444444444,31.4117647058824,8.40316551847206,31,0.0588235294117647,2.14830165479618,0,0,2.28922817237743,-5.77352323589443,7.41458847777923,-8.04847057068929,7.1592842492277,2,34,1,ublox.f9p,deep,0.313206739385996
1621578539,27,0.58,1.11,1.5556349186104,3,2.89305555555556,31.3235294117647,8.43772405129342,31,0.0588235294117647,1.93059576297059,0,0,2.31019605706475,-6.94133716828844,9.81383303812841,-9.23832412914733,9.56714148229043,2,34,1,ublox.f9p,deep,0.308542855792257
1621578540,27,0.58,1.11,1.5556349186104,3,3.70222222222222,31.0285714285714,8.41037774309291,30,0.0571428571428571,2.09904740299022,0,0,2.32659449292461,-8.3667571133304,12.9697624216929,-10.6797728920724,12.7187645296742,2,35,1,ublox.f9p,deep,0.312148215678144
1621578541,27,0.58,1.08,1.5556349186104,3,4.31527777777778,31.5714285714286,8.67479687602748,34,0.0571428571428571,2.36321814481863,0,0,2.36110973007763,-9.98108813536295,16.7716422640567,-12.3295962992758,16.5280266621304,2,35,1,ublox.f9p,deep,0.31784822555998
1621578542,27,0.58,1.08,1.5556349186104,3,4.80277777777778,30.8055555555556,8.68765772952623,31,0.0555555555555556,2.43269397993254,0,0,2.37573446077395,-11.8186777048366,21.0349152903716,-14.1832146866325,20.8045262936112,2,36,1,ublox.f9p,deep,0.319356508383182
1621578543,27,0.58,1.07,1.5556349186104,3,5.3425,30.6944444444444,8.78901731690326,31,0.0555555555555556,57.0359430534816,1,0,2.35266498769374,-13.9138732869582,25.7780372293903,-16.25579818533,25.5534925462946,2,36,1,ublox.f9p,deep,0.991018749303616
1621578544,27,0.58,1.07,1.48660687473185,3,5.88888888888889,30.1944444444444,9.03902474020114,31,0.0555555555555556,57.0348735424214,1,0,2.35026466818187,-16.2495011504353,31.0010080800562,-18.5899949034403,30.7869216427254,2,36,1,ublox.f9p,deep,0.991017797325911
1621578545,27,0.58,1.07,1.48660687473185,3,6.28722222222222,29.5,9.19782583005354,31,0.0555555555555556,57.0354626526339,1,0,2.37240571972814,-18.7912138248173,36.6300049336978,-21.1523160585195,36.3986931505878,2,36,1,ublox.f9p,deep,0.991018321708536
1621578546,27,0.58,1.07,1.48660687473185,3,6.51305555555555,28.7777777777778,10.0572961748775,31,0.0555555555555556,57.0337829711479,1,0,2.41158653429316,-21.4703163705141,42.480470515467,-23.872921798879,42.2725359873683,2,36,1,ublox.f9p,deep,0.99101682649943
1621578547,27,0.6,1.08,1.48660687473185,2.9,6.37166666666667,30.3235294117647,9.23668767941125,29,0.0294117647058824,55.9864681452993,2,0,2.44059984778157,-24.1494189214546,48.2940246425482,-26.5829370669325,48.1082369878962,2,34,1,ublox.f9p,deep,0.990034856671643
1621578548,27,0.6,1.08,1.48660687473185,2.9,6.21944444444444,29.7941176470588,9.2368806612068,29,0.0294117647058824,55.9844655651493,2,0,2.41859311987813,-26.759826531494,53.9783886792783,-29.1730224269212,53.8169010642262,2,34,1,ublox.f9p,deep,0.990032880764363
1621578549,27,0.6,1.08,1.5556349186104,2.9,6.01777777777778,28.7352941176471,9.48462495394172,31,0.0294117647058824,64.0308969891159,2,0,2.39334872559421,-29.301539205876,59.4966511681518,-31.6912643311833,59.3650003125582,2,34,1,ublox.f9p,deep,0.995517535355304
1621578550,27,0.6,1.08,1.5556349186104,2.9,5.85861111111111,28.1176470588235,9.87425395995045,29,0.0294117647058824,55.9960335133728,2,0,2.35138091261673,-31.8604256128615,64.8119006558897,-34.2100786928056,64.7217751870841,2,34,1,ublox.f9p,deep,0.990044289287888
1621578551,27,0.6,1.08,1.5556349186104,3,5.735,28.4375,9.95453373772393,32,0.03125,56.0138650418187,2,0,2.24763182876781,-34.6769180364276,69.8503142324116,-36.924101167624,69.8054052961447,2,32,1,ublox.f9p,deep,0.990061849753067
1621578552,27,0.6,1.08,1.5556349186104,3,5.5,28.78125,9.62099309138699,31,0.03125,59.1950491692831,3,0,2.13429608577151,-38.0601436896546,74.2243216238468,-40.1925490290276,74.3141394970851,2,32,1,ublox.f9p,deep,0.992750198040447
1621578553,27,0.6,1,1.5556349186104,3,5.27777777777778,28.4375,9.87318786966385,32,0.03125,56.1143201248747,4,0,2.02378136795558,-42.0787975134435,77.730909828003,-44.089841796763,77.9576076793651,2,32,1,ublox.f9p,deep,0.990160206332179
1621578554,27,0.58,1,1.5556349186104,3,4.98388888888889,28.5,9.99031789348583,32,0.03125,56.0184928256869,2,0,1.96157399086567,-46.5611421594743,80.0563314789764,-48.4854590865263,80.4368270583222,2,32,1,ublox.f9p,deep,0.990066402174527
1621578555,27,0.64,1.04,1.5556349186104,3,4.66055555555555,28.875,10.2130530015712,31,0.03125,68.0333515496401,3,0,1.96614824317554,-51.1808766833745,81.071396485007,-53.0582520675649,81.6555202569752,2,32,1,ublox.f9p,deep,0.996991603558077
1621578556,27,0.6,1.02,1.62788205960997,3,4.52305555555556,29.125,10.2225241501304,32,0.03125,56.0250321799928,2,0,2.04394969649823,-55.7147425337702,80.9606621209433,-57.6049982197073,81.738263434984,2,32,1,ublox.f9p,deep,0.990072831517474
1621578557,27,0.59,1,1.62788205960997,3,4.50027777777778,29.65625,10.2881371554345,31,0.03125,56.063552537071,2,0,2.16259676507494,-60.0596973058645,79.7794955677605,-61.9885938957306,80.7573415238881,2,32,1,ublox.f9p,deep,0.990110620328321
1621578558,27,0.64,1.02,1.62788205960997,3,4.475,29.53125,10.329988836143,32,0.03125,62.2026495849221,4,0,2.26379750625244,-64.061177395739,77.730909828003,-66.0264250548499,78.8545560301831,2,32,1,ublox.f9p,deep,0.994623169988612
